file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/mailet/mailetcontainer-impl/src/main/java/org/apache/james/mailetcontainer/impl/MatcherMailetPair.java,org.apache.james.mailetcontainer.impl.MatcherMailetPair,class,2,5,3,2,4,1,0,2,0,0.375,0.6666667,1.0,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,2,0,0,17,3,0,0,0,0,1,0,2,0,2,0,0,0,0,15,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mpt/impl/imap-mailbox/core/src/main/java/org/apache/james/mpt/imapmailbox/suite/Rename.java,org.apache.james.mpt.imapmailbox.suite.Rename,class,8,14,6,8,11,1,5,8,0,0.4090909,0.8181818,0.8181818,11,0,10,0,1,0,11,1,0,0,2,0,0,2,0,0,0,0,3,39,0,0,0,0,0,10,0,2,0,2,0,0,0,0,34,1025,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/data/data-jmap/src/test/java/org/apache/james/jmap/api/change/LimitTest.java,org.apache.james.jmap.api.change.LimitTest,class,1,1,0,1,3,1,0,6,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,2,16,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/store/src/main/java/org/apache/james/mailbox/store/mail/model/impl/MessageParser.java,org.apache.james.mailbox.store.mail.model.impl.MessageParser$Context,enum,2,2,0,2,6,1,0,5,6,0.75,1.0,1.0,4,4,2,2,0,0,2,0,0,0,2,2,0,2,0,0,2,0,2,21,6,0,0,0,0,2,0,2,1,2,1,0,0,0,30,2,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/model/KeywordsTest.java,org.apache.james.jmap.draft.model.KeywordsTest,class,3,3,0,3,19,1,0,25,169,0.8947368,0.0058479533,0.0058479533,19,0,19,0,0,0,19,0,0,0,1,1,1,0,0,0,1,0,0,73,0,0,0,0,0,7,0,14,0,14,0,0,0,2,67,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/container/lifecycle-api/src/main/java/org/apache/james/lifecycle/api/Disposable.java,org.apache.james.lifecycle.api.Disposable$LeakAware$LeakDetectorException,innerclass,0,0,0,0,1,4,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/event/json/src/test/java/org/apache/james/event/json/dtos/QuotaCountTest.java,org.apache.james.event.json.dtos.QuotaCountTest,class,4,4,0,4,8,1,0,13,28,0.0,0.0,0.0,8,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,2,8,0,0,0,0,0,3,0,20,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/data/data-cassandra/src/main/java/org/apache/james/sieve/cassandra/CassandraSieveQuotaDAOV1.java,org.apache.james.sieve.cassandra.CassandraSieveQuotaDAOV1,class,9,12,3,9,10,1,0,25,0,0.72222227,0.8,0.8,10,0,10,0,0,0,10,0,0,0,9,0,0,9,0,0,9,0,0,49,9,0,0,0,0,0,1,9,1,16,0,0,0,7,41,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/store/src/main/java/org/apache/james/mailbox/store/event/EventFactory.java,org.apache.james.mailbox.store.event.EventFactory$RequireMetadata,interface,5,5,0,5,5,1,0,10,10,0.0,0.0,0.0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,2,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/protocols/imap/src/main/java/org/apache/james/imap/processor/CapabilityProcessor.java,org.apache.james.imap.processor.CapabilityProcessor,class,15,19,4,15,10,3,0,21,13,0.7142858,0.1904762,0.2857143,7,0,5,0,2,0,7,0,0,0,3,1,0,3,0,0,3,0,0,44,4,1,0,0,0,1,0,5,0,5,1,0,0,1,67,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/mailet/mailetcontainer-impl/src/test/java/org/apache/james/mailetcontainer/impl/MailetConfigImplTest.java,org.apache.james.mailetcontainer.impl.MailetConfigImplTest,class,8,8,0,8,6,1,0,16,0,0.06666667,1.0,1.0,5,0,0,0,0,5,5,0,0,0,3,0,0,3,0,0,0,0,0,45,0,1,0,0,0,13,1,10,0,10,1,0,0,0,43,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/data/data-cassandra/src/main/java/org/apache/james/sieve/cassandra/CassandraSieveQuotaDAOV2.java,org.apache.james.sieve.cassandra.CassandraSieveQuotaDAOV2,class,10,15,5,10,11,1,0,27,0,0.52272725,0.6,1.0,11,0,10,1,0,0,10,0,0,0,4,2,2,2,0,0,4,0,2,42,10,0,0,0,0,2,1,6,1,9,0,0,0,3,43,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/jmap-draft-integration-testing/jmap-draft-integration-testing-common/src/test/java/org/apache/james/jmap/DenyAuthenticationStrategy.java,org.apache.james.jmap.DenyAuthenticationStrategy,class,5,6,1,5,2,1,0,2,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,12,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/jmap-draft/src/main/java/org/apache/james/jmap/draft/model/Attachment.java,org.apache.james.jmap.draft.model.Attachment,class,7,17,10,7,15,1,0,6,0,0.55357146,0.48351648,0.85714287,14,1,13,0,0,1,14,0,0,0,8,0,0,8,0,0,8,0,9,136,14,0,0,0,0,8,0,9,0,9,1,0,2,0,36,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/jmap/src/main/java/org/apache/james/jmap/JMAPUrls.java,org.apache.james.jmap.JMAPUrls,interface,0,0,0,0,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,9,0,0,0,0,0,7,0,7,0,7,0,0,0,0,21,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/cassandra/src/main/java/org/apache/james/mailbox/cassandra/DeleteMessageListener.java,org.apache.james.mailbox.cassandra.DeleteMessageListener,class,34,36,2,34,18,2,0,62,71,0.83529425,0.0,0.0,15,0,4,11,0,0,4,0,0,0,17,1,0,17,0,0,17,0,1,97,17,0,0,0,0,0,1,21,0,38,1,0,2,17,151,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/store/src/main/java/org/apache/james/mailbox/store/StoreRightManager.java,org.apache.james.mailbox.store.StoreRightManager,class,30,42,12,30,39,1,0,74,386,0.8229167,0.18,0.26,32,1,22,7,0,3,25,0,0,0,3,0,0,3,0,0,3,0,12,149,30,0,0,0,1,1,0,18,0,33,2,0,0,20,115,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/protocols/api/src/main/java/org/apache/james/protocols/api/StreamResponse.java,org.apache.james.protocols.api.StreamResponse,interface,1,2,1,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/backends-common/cassandra/src/test/java/org/apache/james/backends/cassandra/Scenario.java,org.apache.james.backends.cassandra.Scenario$StatementPredicate,interface,2,2,0,2,1,1,0,0,0,1.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0,1,0,2,0,0,1,1,13,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/data/data-jpa/src/main/java/org/apache/james/sieve/jpa/JPASieveRepository.java,org.apache.james.sieve.jpa.JPASieveRepository,class,27,29,2,27,49,1,0,90,498,0.8333333,0.08421053,0.08421053,36,0,20,16,0,0,20,0,0,0,3,2,0,3,0,0,3,0,6,230,25,0,0,5,0,42,0,31,19,44,3,0,0,21,109,1,2
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/event/json/src/test/java/org/apache/james/event/json/dtos/QuotaSizeTest.java,org.apache.james.event.json.dtos.QuotaSizeTest$UnLimitedQuotaSize$UnLimitedQuotaDomainScope,innerclass,6,6,0,6,2,1,0,13,0,0.0,1.0,1.0,2,0,0,0,0,2,2,0,0,0,2,0,0,2,0,0,2,0,0,10,0,0,0,0,0,1,0,2,0,2,0,0,0,0,19,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/data/data-api/src/test/java/org/apache/james/rrt/lib/DomainRewriterTest.java,org.apache.james.rrt.lib.DomainRewriterTest,class,3,3,0,3,2,1,0,5,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,12,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/core/src/test/java/org/apache/james/core/healthcheck/ResultStatusTest.java,org.apache.james.core.healthcheck.ResultStatusTest,class,2,2,0,2,3,1,0,5,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,0,0,2,1,0,0,2,14,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/protocols/imap/src/main/java/org/apache/james/imap/api/ConnectionCheckFactory.java,org.apache.james.imap.api.ConnectionCheckFactory,interface,2,3,1,2,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/queue/queue-rabbitmq/src/main/java/org/apache/james/queue/rabbitmq/view/cassandra/CassandraMailQueueBrowser.java,org.apache.james.queue.rabbitmq.view.cassandra.CassandraMailQueueBrowser$CassandraMailQueueItemView,innerclass,8,8,0,8,7,1,0,6,9,0.5714286,0.2857143,0.47619048,7,0,7,0,0,0,7,0,0,0,2,0,0,2,0,0,2,0,1,26,4,0,0,0,0,0,0,2,0,2,0,0,0,0,19,9,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/data/data-cassandra/src/test/java/org/apache/james/user/cassandra/CassandraDelegationStoreTest.java,org.apache.james.user.cassandra.CassandraDelegationStoreTest,class,10,11,1,10,5,1,0,14,0,0.41666666,0.8333333,1.0,4,0,2,0,0,2,4,0,0,0,3,1,0,2,0,1,0,0,0,26,1,0,0,1,0,1,0,4,0,5,1,0,0,2,37,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/event-bus/in-vm/src/test/java/org/apache/james/events/delivery/InVmEventDeliveryTest.java,org.apache.james.events.delivery.InVmEventDeliveryTest$WithOptions,innerclass,9,9,0,9,4,1,0,25,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,11,37,0,0,0,0,0,0,6,7,0,9,1,0,0,2,41,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mpt/impl/imap-mailbox/external-james/src/test/java/org/apache/james/mpt/imapmailbox/external/james/host/external/ExternalJamesImapHostSystem.java,org.apache.james.mpt.imapmailbox.external.james.host.external.ExternalJamesImapHostSystem,class,12,13,1,12,7,3,0,6,19,0.8095238,0.0,0.0,7,0,5,1,1,0,6,0,0,0,3,2,0,3,0,0,3,0,1,25,2,0,0,0,0,3,0,3,0,3,0,0,0,1,62,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/container/feature-checks/src/main/java/org/apache/james/healthcheck/MailReceptionCheck.java,org.apache.james.healthcheck.MailReceptionCheck$Configuration,innerclass,3,3,0,3,8,1,0,12,0,0.53571427,0.6666667,0.71428573,7,1,7,0,0,0,7,0,2,0,4,2,1,3,0,0,4,0,7,34,7,0,0,0,0,4,1,7,0,8,1,0,0,1,32,9,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/plugin/deleted-messages-vault/src/main/java/org/apache/james/vault/search/CriterionFactory.java,org.apache.james.vault.search.CriterionFactory$StringCriterionFactory,innerclass,3,3,0,3,5,1,0,3,0,0.0,1.0,1.0,5,0,4,1,0,0,4,0,0,0,1,0,0,1,0,0,1,0,0,18,4,0,0,0,0,0,0,1,0,3,0,0,0,2,10,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailet/base/src/test/java/org/apache/mailet/base/MailetPipelineLoggingTest.java,org.apache.mailet.base.MailetPipelineLoggingTest$MailetWithoutMailetInfo,innerclass,2,2,0,2,1,2,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/container/guice/mailbox/src/main/java/org/apache/james/modules/MailboxModule.java,org.apache.james.modules.MailboxModule,class,13,16,3,13,1,2,0,7,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,1,0,0,0,0,17,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/apps/distributed-app/src/test/java/org/apache/james/WithCacheImmutableTest.java,org.apache.james.WithCacheImmutableTest,class,19,22,3,19,1,1,0,20,0,1.0,NaN,NaN,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,4,6,1,0,0,0,0,0,0,1,0,3,0,0,0,2,30,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/protocols-smtp/src/main/java/org/apache/james/smtpserver/DataLineJamesMessageHookHandler.java,org.apache.james.smtpserver.DataLineJamesMessageHookHandler$MailToMailEnvelopeWrapper,innerclass,5,5,0,5,8,1,0,5,0,0.4166667,0.73333335,1.0,6,0,6,0,0,0,6,0,0,0,2,0,0,2,0,0,2,0,0,33,6,0,0,2,0,1,1,2,0,2,1,0,0,0,23,12,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/dns-service/dnsservice-test/src/main/java/org/apache/james/dnsservice/api/InMemoryDNSService.java,org.apache.james.dnsservice.api.InMemoryDNSService,class,3,8,5,3,18,1,0,23,93,0.73333335,0.054545455,0.054545455,15,0,11,4,0,0,11,0,0,0,1,0,0,1,0,0,0,0,2,86,13,0,0,3,0,4,1,6,0,8,1,0,1,3,50,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/store/src/main/java/org/apache/james/mailbox/store/quota/QuotaComponents.java,org.apache.james.mailbox.store.quota.QuotaComponents,class,10,18,8,10,5,1,0,0,0,0.4,0.3,0.6,5,1,5,0,0,0,5,0,0,0,3,0,0,3,0,0,3,0,0,22,4,0,0,0,0,0,0,3,0,3,0,0,0,0,19,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/webadmin/webadmin-cassandra/src/main/java/org/apache/james/webadmin/tasks/TasksCleanupTaskDTO.java,org.apache.james.webadmin.tasks.TasksCleanupTaskDTO,class,6,7,1,6,4,1,0,9,0,0.25,0.33333334,0.5,4,1,4,0,0,0,4,0,0,0,2,0,0,2,0,0,2,0,0,17,3,0,0,0,0,2,0,2,0,5,0,0,0,2,17,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/api/src/main/java/org/apache/james/mailbox/exception/AttachmentNotFoundException.java,org.apache.james.mailbox.exception.AttachmentNotFoundException,class,1,3,2,1,3,4,0,0,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,1,0,1,0,0,1,0,0,1,0,0,13,1,0,0,0,0,0,0,2,0,1,0,0,0,0,10,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/jpa/src/test/java/org/apache/james/mailbox/jpa/mail/JpaMessageMoveTest.java,org.apache.james.mailbox.jpa.mail.JpaMessageMoveTest,class,5,5,0,5,2,2,0,2,0,0.0,1.0,1.0,2,0,0,0,1,1,2,0,0,0,1,1,0,0,0,1,1,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,21,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mpt/impl/imap-mailbox/lucenesearch/src/test/java/org/apache/james/mpt/imapmailbox/lucenesearch/LuceneMailboxAnnotationTest.java,org.apache.james.mpt.imapmailbox.lucenesearch.LuceneMailboxAnnotationTest,class,6,6,0,6,3,2,0,3,0,0.0,1.0,1.0,3,0,2,0,1,0,3,0,0,0,1,0,0,1,0,0,0,0,0,14,1,0,0,0,0,0,0,1,0,1,0,0,0,0,15,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/tools/indexer/src/main/java/org/apache/mailbox/tools/indexer/MessageIdReIndexingTask.java,org.apache.mailbox.tools.indexer.MessageIdReIndexingTask$Factory,innerclass,6,6,0,6,2,1,0,2,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,12,1,0,0,0,0,0,0,3,0,3,0,0,0,0,16,9,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/jpa/src/main/java/org/apache/james/mailbox/jpa/mail/model/openjpa/JPAStreamingMailboxMessage.java,org.apache.james.mailbox.jpa.mail.model.openjpa.JPAStreamingMailboxMessage$Anonymous1,anonymous,0,0,0,0,2,1,0,2,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/plugin/deleted-messages-vault/src/test/java/org/apache/james/vault/DeletedMessageVaultSearchContract.java,org.apache.james.vault.DeletedMessageVaultSearchContract$MultipleSearchCriterionsContract,interface,6,6,0,6,6,1,0,21,15,0.0,0.0,0.0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,10,47,0,0,0,0,0,0,6,19,0,19,0,0,0,0,66,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/container/guice/distributed/src/test/java/org/apache/james/modules/blobstore/BlobStoreConfigurationTest.java,org.apache.james.modules.blobstore.BlobStoreConfigurationTest,class,10,10,0,10,27,1,0,35,283,0.7777778,0.09686609,0.09686609,27,0,0,0,0,27,27,0,0,0,2,2,0,2,0,0,2,0,35,173,0,0,0,0,0,93,0,39,1,39,0,0,0,10,125,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/api/src/main/java/org/apache/james/mailbox/model/Quota.java,org.apache.james.mailbox.model.Quota$Builder,innerclass,8,8,0,8,8,1,0,5,0,0.5555556,0.2,0.3,6,0,5,1,0,0,5,0,0,0,3,0,0,3,0,0,1,0,0,29,5,0,2,0,0,0,0,3,0,3,0,0,0,0,14,9,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/cassandra/src/main/java/org/apache/james/mailbox/cassandra/table/CassandraMailboxCountersTable.java,org.apache.james.mailbox.cassandra.table.CassandraMailboxCountersTable,interface,1,1,0,1,0,1,0,1,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,6,0,0,0,0,0,4,0,4,0,4,0,0,0,0,21,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/memory/src/test/java/org/apache/james/mailbox/inmemory/InMemoryMessageManagerTestSystem.java,org.apache.james.mailbox.inmemory.InMemoryMessageManagerTestSystem,class,6,7,1,6,2,2,0,3,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,12,1,0,0,0,0,0,0,2,0,2,0,0,0,0,13,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/mailet/mock-smtp-server/src/main/java/org/apache/james/mock/smtp/server/ExtendedEhloCommand.java,org.apache.james.mock.smtp.server.ExtendedEhloCommand,class,5,6,1,5,8,2,0,20,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,40,0,0,1,0,0,12,3,6,0,7,3,0,0,1,40,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/third-party/spamassassin/src/test/java/org/apache/james/spamassassin/SpamAssassinInvokerTest.java,org.apache.james.spamassassin.SpamAssassinInvokerTest,class,14,14,0,14,10,1,0,22,0,0.3,1.0,1.0,10,0,10,0,0,0,10,0,0,0,3,1,1,2,0,0,1,0,10,61,0,0,0,0,0,17,0,23,0,23,0,0,0,0,69,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/event/json/src/test/java/org/apache/james/event/json/dtos/SessionIdTest.java,org.apache.james.event.json.dtos.SessionIdTest,class,5,5,0,5,4,1,0,10,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,1,4,0,0,0,0,0,0,0,18,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/jwt/src/main/java/org/apache/james/jwt/userinfo/UserInfoCheckException.java,org.apache.james.jwt.userinfo.UserInfoCheckException,class,0,1,1,0,2,4,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/webadmin/webadmin-core/src/test/java/org/apache/james/webadmin/routes/TasksRoutesTest.java,org.apache.james.webadmin.routes.TasksRoutesTest,class,18,19,1,18,43,1,0,43,12,0.7702703,0.5462185,0.5462185,37,0,0,2,0,35,35,0,0,0,4,1,0,4,0,0,1,0,95,364,9,0,0,6,0,153,76,94,17,93,2,0,0,58,130,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/mailet/mock-smtp-server/src/main/java/org/apache/james/mock/smtp/server/model/MockSMTPBehavior.java,org.apache.james.mock.smtp.server.model.MockSMTPBehavior,class,7,22,15,7,9,1,0,3,0,0.375,0.78571427,1.0,8,0,8,0,0,0,8,0,2,0,4,0,0,4,0,0,4,0,5,97,8,0,0,0,0,5,0,5,2,5,1,0,2,0,29,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/protocols/smtp/src/main/java/org/apache/james/protocols/smtp/core/AbstractHookableCmdHandler.java,org.apache.james.protocols.smtp.core.AbstractHookableCmdHandler,class,16,25,9,16,42,1,0,41,97,0.8666667,0.030303031,0.030303031,15,4,6,3,6,0,12,4,0,0,4,1,0,3,1,0,2,0,18,157,23,2,7,1,0,8,2,25,2,23,4,1,0,2,131,1025,2
