file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/blob/blob-cassandra/src/main/java/org/apache/james/blob/cassandra/CassandraBlobStoreDAO.java,org.apache.james.blob.cassandra.CassandraBlobStoreDAO,class,21,27,6,21,36,1,0,85,168,0.85199994,0.1969697,0.3181818,25,0,12,13,0,0,12,0,0,0,10,4,3,7,0,0,10,0,3,154,33,0,0,0,0,10,2,14,1,28,1,0,0,17,125,1,1
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/opensearch/src/main/java/org/apache/james/mailbox/opensearch/json/JsonMessageConstants.java,org.apache.james.mailbox.opensearch.json.JsonMessageConstants,interface,0,0,0,0,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30,0,0,0,49,0,0,0,0,0,30,0,30,0,30,0,0,3,0,29,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/container/util/src/main/java/org/apache/james/util/MDCBuilder.java,org.apache.james.util.MDCBuilder$VoidOperation,interface,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/jmap-draft/src/main/java/org/apache/james/jmap/mailet/filter/ActionApplier.java,org.apache.james.jmap.mailet.filter.ActionApplier$Factory,innerclass,6,6,0,6,2,1,0,0,1,0.5,0.0,0.0,2,0,1,0,0,1,2,0,0,0,2,0,0,2,0,0,2,0,0,20,1,0,0,0,0,0,0,2,0,2,0,0,1,0,10,8,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/webadmin/webadmin-mailbox/src/main/java/org/apache/james/webadmin/service/EventDeadLettersRedeliverOneTask.java,org.apache.james.webadmin.service.EventDeadLettersRedeliverOneTask,class,11,15,4,11,10,1,0,15,14,0.71428573,0.2,0.4,8,0,5,2,0,1,6,0,0,0,7,1,1,6,0,0,7,0,3,48,7,0,0,0,0,3,2,7,1,7,1,0,0,0,46,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/webadmin/webadmin-data/src/test/java/org/apache/james/webadmin/routes/UserRoutesTest.java,org.apache.james.webadmin.routes.UserRoutesTest$WithVirtualHosting,innerclass,7,7,0,7,19,1,0,28,171,1.0,0.0,0.0,19,0,0,0,0,19,19,0,0,0,1,0,0,0,0,1,0,0,1,81,0,0,0,0,0,65,1,7,10,7,0,0,1,0,111,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/container/guice/common/src/test/java/org/apache/james/utils/GuiceProbeProviderTest.java,org.apache.james.utils.GuiceProbeProviderTest$GuiceProbe1,innerclass,1,1,0,1,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/queue/queue-rabbitmq/src/test/java/org/apache/james/queue/rabbitmq/view/cassandra/configuration/DTOTest.java,org.apache.james.queue.rabbitmq.view.cassandra.configuration.DTOTest,class,7,7,0,7,3,1,0,10,0,0.7083334,1.0,1.0,3,0,0,0,0,3,3,0,0,0,8,7,0,8,0,0,7,0,1,23,0,0,0,0,0,3,4,8,0,8,0,0,0,0,55,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/container/guice/common/src/test/java/org/apache/james/utils/GuiceProbeProviderTest.java,org.apache.james.utils.GuiceProbeProviderTest$GuiceProbe2,innerclass,1,1,0,1,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/third-party/rspamd/src/main/java/org/apache/james/rspamd/route/FeedMessageRoute.java,org.apache.james.rspamd.route.FeedMessageRoute,class,18,20,2,18,16,1,0,21,30,0.7962963,0.5,1.0,9,0,4,5,0,0,4,0,0,0,12,3,1,11,0,0,12,0,8,83,10,0,0,3,0,17,4,18,0,25,2,0,0,7,95,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/data/data-library/src/test/java/org/apache/james/domainlist/lib/DomainListContract.java,org.apache.james.domainlist.lib.DomainListContract,interface,8,11,3,8,19,1,0,20,60,0.8125,0.25,0.3,16,0,0,0,0,16,16,0,0,0,7,0,0,0,0,7,0,0,0,88,1,0,0,3,0,10,0,7,0,7,1,0,0,3,84,1,1
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/jmap-rfc-8621-integration-tests/distributed-jmap-rfc-8621-integration-tests/src/test/java/org/apache/james/jmap/rfc8621/distributed/DistributedEmailSetMethodTest.java,org.apache.james.jmap.rfc8621.distributed.DistributedEmailSetMethodTest,class,8,8,0,8,4,2,0,3,6,0.75,0.0,0.0,4,0,4,0,0,0,4,0,0,0,1,1,1,0,0,0,1,0,1,13,2,0,0,0,0,3,0,1,0,1,0,0,0,0,53,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/mailrepository/mailrepository-cassandra/src/main/java/org/apache/james/mailrepository/cassandra/CassandraMailRepositoryUrlStore.java,org.apache.james.mailrepository.cassandra.CassandraMailRepositoryUrlStore,class,4,5,1,4,4,1,0,6,0,0.0,1.0,1.0,4,0,4,0,0,0,4,0,0,0,1,0,0,1,0,0,1,0,0,15,2,0,0,0,0,0,0,1,0,1,0,0,0,0,13,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/tools/indexer/src/main/java/org/apache/mailbox/tools/indexer/ReIndexerPerformer.java,org.apache.mailbox.tools.indexer.ReIndexerPerformer$MessageFailure,innerclass,4,4,0,4,4,1,0,1,0,0.25,0.6666667,1.0,4,0,3,1,0,0,3,0,0,0,2,0,0,2,0,0,2,0,0,17,2,0,0,0,0,0,0,2,0,2,0,0,0,0,13,10,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/mailet/integration-testing/src/test/java/org/apache/james/mailets/flow/AddRecipient.java,org.apache.james.mailets.flow.AddRecipient,class,3,4,1,3,1,2,0,6,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/data/data-api/src/main/java/org/apache/james/dlp/api/DLPConfigurationItem.java,org.apache.james.dlp.api.DLPConfigurationItem$Targets$Type,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/store/src/main/java/org/apache/james/mailbox/store/event/EventFactory.java,org.apache.james.mailbox.store.event.EventFactory$MailboxAclUpdatedFinalStage,innerclass,7,7,0,7,2,1,0,1,0,0.0,1.0,1.0,2,0,1,0,0,1,2,0,0,0,6,0,0,6,0,0,6,0,0,24,1,0,0,0,0,0,0,6,0,6,0,0,0,0,19,9,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/cassandra/src/main/java/org/apache/james/mailbox/cassandra/modules/CassandraFirstUnseenModule.java,org.apache.james.mailbox.cassandra.modules.CassandraFirstUnseenModule,interface,1,1,0,1,0,1,0,13,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,1,1,0,4,0,0,0,3,25,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/queue/queue-api/src/test/java/org/apache/james/queue/api/PriorityManageableMailQueueContract.java,org.apache.james.queue.api.PriorityManageableMailQueueContract,interface,8,12,4,8,3,1,0,13,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,10,19,1,0,0,0,0,20,10,0,0,0,0,0,0,0,19,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/store/src/test/java/org/apache/james/mailbox/store/MessageBuilder.java,org.apache.james.mailbox.store.MessageBuilder,class,15,22,7,15,20,1,0,18,50,0.8384616,0.18181819,0.56060606,13,0,12,1,0,0,12,0,0,0,10,2,0,10,0,0,3,0,1,91,11,1,0,0,0,1,5,23,0,15,1,0,0,0,58,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/container/guice/protocols/imap/src/main/java/org/apache/james/modules/protocols/DefaultImapPackage.java,org.apache.james.modules.protocols.DefaultImapPackage,class,3,3,0,3,1,2,0,6,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/backends-common/cassandra/src/test/java/org/apache/james/backends/cassandra/Scenario.java,org.apache.james.backends.cassandra.Scenario$Barrier,innerclass,0,0,0,0,6,1,0,2,2,0.5,0.4,0.6,5,0,4,0,0,1,5,0,0,0,2,0,0,2,0,0,2,0,0,25,0,0,0,1,0,0,2,2,0,2,1,0,0,0,13,9,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailet/test/src/main/java/org/apache/mailet/base/test/FakeMailContext.java,org.apache.mailet.base.test.FakeMailContext$SentMail$Builder,innerclass,7,7,0,7,16,1,0,25,59,0.8095239,0.21904762,0.8666667,15,0,15,0,0,0,15,0,0,0,7,0,0,7,0,0,0,0,11,69,15,0,0,0,0,0,0,12,0,8,1,0,0,1,28,9,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/blob/blob-s3/src/main/java/org/apache/james/blob/objectstorage/aws/S3BlobStoreDAO.java,org.apache.james.blob.objectstorage.aws.S3BlobStoreDAO,class,44,53,9,44,32,2,0,123,73,0.8706293,0.5934066,0.72527474,26,0,13,12,0,1,14,0,0,0,11,7,0,11,0,0,11,0,7,191,29,0,1,2,0,13,10,27,8,70,2,2,2,53,138,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/testing/src/main/java/org/apache/james/utils/SmtpSendingStep.java,org.apache.james.utils.SmtpSendingStep,enum,0,1,1,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/backup/src/test/java/org/apache/james/mailbox/backup/ZipEntryTypeExtraFieldTest.java,org.apache.james.mailbox.backup.ZipEntryTypeExtraFieldTest,class,5,5,0,5,20,1,0,27,72,0.8333333,0.3105263,0.3105263,20,0,0,0,0,20,20,0,0,0,6,5,0,6,0,0,5,0,2,83,0,0,0,0,0,1,55,19,0,19,0,0,0,6,77,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/protocols-imap4/src/test/java/org/apache/james/imapserver/netty/IMAPServerTest.java,org.apache.james.imapserver.netty.IMAPServerTest$ConnectionCheckTest,innerclass,9,9,0,9,4,1,0,25,0,0.41666666,1.0,1.0,4,0,0,0,0,4,4,0,0,0,3,0,0,2,0,1,1,0,0,22,0,0,0,0,0,9,1,4,0,10,0,0,0,7,41,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/json/src/test/java/org/apache/james/dto/FirstDomainObject.java,org.apache.james.dto.FirstDomainObject,class,3,8,5,3,10,1,0,3,0,0.42857143,0.71428573,1.0,7,0,7,0,0,0,7,0,0,0,4,0,0,4,0,0,4,0,5,37,8,0,3,0,0,0,0,5,0,5,1,0,0,0,25,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mpt/impl/imap-mailbox/external-james/src/test/java/org/apache/james/mpt/imapmailbox/external/james/DockerDeploymentValidationSpringJPATest.java,org.apache.james.mpt.imapmailbox.external.james.DockerDeploymentValidationSpringJPATest,class,17,18,1,17,7,2,0,11,11,0.6666667,0.23809524,0.47619048,7,0,4,0,3,0,7,0,0,0,3,0,1,2,0,0,0,0,0,31,3,0,0,0,0,4,0,5,0,5,0,0,0,0,62,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/jmap-draft/src/main/java/org/apache/james/jmap/draft/model/Keyword.java,org.apache.james.jmap.draft.model.Keyword,class,6,16,10,6,19,1,0,29,34,0.9230769,0.43939394,0.43939394,13,4,12,1,0,0,12,0,2,0,15,14,8,6,0,1,15,0,12,72,17,0,0,0,0,10,2,16,1,16,1,0,0,2,67,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/api/src/main/java/org/apache/james/mailbox/model/Header.java,org.apache.james.mailbox.model.Header,class,2,4,2,2,7,1,0,4,0,0.42857143,0.71428573,1.0,7,0,7,0,0,0,7,0,0,0,3,0,0,3,0,0,3,0,0,28,6,0,0,0,2,5,1,3,4,3,0,0,0,0,27,17,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/json/src/main/java/org/apache/james/json/DTOModule.java,org.apache.james.json.DTOModule$Builder$RequireToDomainObjectConverterBuilder$RequireToDTOConverterBuilder$RequireTypeNameBuilder$RequireModuleFactory,innerclass,5,5,0,5,2,1,0,1,0,0.0,NaN,NaN,2,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,9,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/cassandra/src/test/java/org/apache/james/mailbox/cassandra/mail/CassandraThreadLookupDAOTest.java,org.apache.james.mailbox.cassandra.mail.CassandraThreadLookupDAOTest,class,12,12,0,12,6,1,0,12,0,0.4333333,1.0,1.0,6,0,0,0,0,6,6,0,0,0,10,3,0,9,0,1,2,0,16,44,0,0,0,0,0,6,0,11,0,11,0,0,0,0,55,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/json/src/test/java/org/apache/james/dto/FirstNestedType.java,org.apache.james.dto.FirstNestedType,class,2,6,4,2,8,1,0,2,0,0.0,1.0,1.0,4,0,4,0,0,0,4,0,0,0,1,0,0,0,0,1,1,0,1,22,5,0,4,0,0,0,0,2,0,2,1,0,0,0,16,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/apps/webadmin-cli/src/main/java/org/apache/james/cli/mailbox/MailboxCommand.java,org.apache.james.cli.mailbox.MailboxCommand,class,9,15,6,9,3,1,0,2,1,0.44444445,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,16,2,0,0,0,0,2,0,3,1,3,0,0,0,0,22,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailet/icalendar/src/test/java/org/apache/james/transport/mailets/ICalendarParserTest.java,org.apache.james.transport.mailets.ICalendarParserTest,class,18,19,1,18,15,1,0,45,0,0.6606061,1.0,1.0,15,0,0,1,0,14,14,0,0,0,11,10,0,0,0,11,10,0,32,100,1,0,0,0,0,75,4,35,2,40,0,0,0,7,90,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/jmap-draft/src/main/java/org/apache/james/jmap/draft/model/FilterOperator.java,org.apache.james.jmap.draft.model.FilterOperator$Builder,innerclass,6,6,0,6,5,1,0,6,0,0.375,0.33333334,0.33333334,4,0,3,1,0,0,3,0,0,0,2,0,0,2,0,0,1,0,0,22,3,0,1,0,0,3,0,3,0,3,0,0,0,0,9,9,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/data/data-jmap-cassandra/src/main/java/org/apache/james/jmap/cassandra/filtering/CassandraFilteringProjection.java,org.apache.james.jmap.cassandra.filtering.CassandraFilteringProjection$Anonymous1,anonymous,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/webadmin/webadmin-mailqueue/src/main/java/org/apache/james/webadmin/service/ClearMailQueueTask.java,org.apache.james.webadmin.service.ClearMailQueueTask,class,11,15,4,11,7,4,0,21,0,0.5952381,0.5,0.6,6,0,4,1,0,1,5,0,0,0,7,2,1,6,0,0,4,0,6,76,6,0,0,1,0,2,0,12,0,11,1,0,3,3,38,1,1
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mpt/impl/managesieve/file/src/test/java/org/apache/james/mpt/managesieve/file/host/FileHostSystem.java,org.apache.james.mpt.managesieve.file.host.FileHostSystem,class,8,10,2,8,5,2,0,6,4,0.6666667,0.33333334,0.33333334,4,1,1,1,2,0,3,0,0,0,3,3,0,3,0,0,3,0,1,32,3,0,0,0,0,1,0,4,1,4,1,1,0,0,31,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/mailet/integration-testing/src/test/java/org/apache/james/mailets/flow/CountingExecutionMailet.java,org.apache.james.mailets.flow.CountingExecutionMailet,class,2,3,1,2,3,2,0,3,0,0.0,1.0,1.0,3,2,3,0,0,0,3,0,0,0,1,1,0,1,0,0,1,0,0,12,1,0,0,0,0,0,1,1,0,1,0,0,0,0,14,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/store/src/main/java/org/apache/james/mailbox/store/event/EventFactory.java,org.apache.james.mailbox.store.event.EventFactory,class,28,35,7,28,11,1,0,1,55,0.0,0.0,0.0,11,11,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,426,11,0,0,0,0,0,0,0,0,60,0,0,30,60,42,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/apps/webadmin-cli/src/test/java/org/apache/james/cli/DomainManageTest.java,org.apache.james.cli.DomainManageTest$DomainAliases,innerclass,4,4,0,4,7,1,0,8,21,0.0,0.0,0.0,7,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,45,8,6,0,10,1,0,0,4,32,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/api/src/test/java/org/apache/james/mailbox/model/AttachmentMetadataTest.java,org.apache.james.mailbox.model.AttachmentMetadataTest,class,2,2,0,2,7,1,0,8,21,0.0,0.0,0.0,7,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,2,2,0,0,0,0,0,0,7,25,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/fetchmail/src/main/java/org/apache/james/fetchmail/FetchMail.java,org.apache.james.fetchmail.FetchMail$ParsedDynamicAccountParameters,innerclass,2,2,0,2,18,1,0,10,137,0.8888889,0.05882353,0.05882353,18,0,10,1,7,0,17,0,0,0,8,0,0,8,0,0,0,0,0,72,8,0,0,0,0,12,0,8,0,8,0,0,0,0,38,26,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/jmap-draft/src/main/java/org/apache/james/jmap/draft/methods/ValidationResult.java,org.apache.james.jmap.draft.methods.ValidationResult,class,3,13,10,3,8,1,0,6,0,0.42857146,0.6666667,0.71428573,7,1,6,0,0,1,7,0,0,0,3,1,1,2,0,0,3,0,3,46,7,0,0,0,0,3,0,4,0,4,1,0,1,0,33,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/webadmin/webadmin-mailbox/src/main/java/org/apache/james/webadmin/service/EventDeadLettersRedeliveryTaskAdditionalInformationDTO.java,org.apache.james.webadmin.service.EventDeadLettersRedeliveryTaskAdditionalInformationDTO$EventDeadLettersRedeliveryTaskAdditionalInformationForOne$DTO,innerclass,2,2,0,2,1,2,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,12,9,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/mailet/mailets/src/test/java/org/apache/james/transport/mailets/redirect/LoadedOnceInitParametersTest.java,org.apache.james.transport.mailets.redirect.LoadedOnceInitParametersTest,class,4,4,0,4,1,1,0,19,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,75,0,0,0,0,0,0,0,2,0,2,0,0,1,0,15,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mpt/impl/imap-mailbox/cassandra/src/test/java/org/apache/james/mpt/imapmailbox/cassandra/CassandraMoveTest.java,org.apache.james.mpt.imapmailbox.cassandra.CassandraMoveTest,class,5,5,0,5,1,2,0,1,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,1,0,1,0,0,0,0,9,1,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/data/data-jmap-cassandra/src/main/java/org/apache/james/jmap/cassandra/upload/UploadDAO.java,org.apache.james.jmap.cassandra.upload.UploadDAO$UploadRepresentation,innerclass,6,6,0,6,13,1,0,7,0,0.4848485,0.6909091,1.0,11,0,11,0,0,0,11,0,0,0,6,0,0,6,0,0,6,0,0,51,11,0,0,0,0,7,1,7,0,7,1,0,0,0,32,9,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/jmap-rfc-8621-integration-tests/distributed-jmap-rfc-8621-integration-tests/src/test/java/org/apache/james/jmap/rfc8621/distributed/DistributedEmailSubmissionSetMethodtest.java,org.apache.james.jmap.rfc8621.distributed.DistributedEmailSubmissionSetMethodtest,class,5,5,0,5,1,2,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,6,1,0,0,0,0,0,0,1,0,1,0,0,0,0,25,0,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/mailbox/api/src/main/java/org/apache/james/mailbox/model/SearchQuery.java,org.apache.james.mailbox.model.SearchQuery$ThreadIdCriterion,innerclass,3,3,0,3,6,2,0,5,0,0.0,1.0,1.0,5,0,5,0,0,0,5,0,2,0,1,0,0,1,0,0,1,0,0,22,5,0,0,0,0,1,0,2,0,2,1,0,0,0,18,9,0
/home/ana/Qualidade de Software/Commit 3 - Fevereiro/james-project-fevereiro/james-project-f0f8aec934cd789c214274420262bd1f8f367b69/server/protocols/jmap-draft/src/test/java/org/apache/james/jmap/draft/crypto/JamesSignatureHandlerTest.java,org.apache.james.jmap.draft.crypto.JamesSignatureHandlerTest,class,4,4,0,4,9,1,0,8,0,0.5,1.0,1.0,9,0,9,0,0,0,9,0,0,0,4,3,2,2,0,0,3,0,1,34,0,0,0,0,0,5,0,4,0,4,0,0,0,0,134,1,0
